Total_Deviation_Penalty,Peak_Penalty,OffPeak_Penalty,Forecast_Bias_%,P95_Absolute_Deviation_kW
1137618.6277259998,267560.842208,870057.7855179999,0.006156437026227196,23.899999999999977
