DATETIME,LOAD,ACT_HEAT_INDEX,ACT_HUMIDITY,ACT_RAIN,ACT_TEMP,COOL_FACTOR,hour,is_peak,forecast,forecast_adj,penalty,penalty_adj,deviation
2021-05-14 01:15:00,1415.935032,36.24153199,79.94,0,29.53,2.53,1,0,1416.59436064,1416.59436064,1.318657280000025,1.318657280000025,0.6593286400000125
2021-05-14 01:30:00,1388.328212,36.10284141,79.97,0,29.48,2.48,1,0,1389.14049884,1389.14049884,1.6245736800001396,1.6245736800001396,0.8122868400000698
2021-05-14 01:45:00,1363.075688,35.64417245,80.11,0,29.31,2.31,1,0,1364.5054348000003,1364.5054348000003,2.85949360000086,2.85949360000086,1.42974680000043
2021-05-14 02:00:00,1342.141032,35.5829678,80.46,0,29.26,2.26,2,0,1338.405761,1338.405761,14.941084000000046,14.941084000000046,3.7352710000000116
2021-05-14 02:15:00,1318.11298,35.56599264,80.88,0,29.22,2.22,2,0,1318.06637784,1318.06637784,0.186408640000991,0.186408640000991,0.046602160000020376
2021-05-14 02:30:00,1297.864668,35.6177751,80.73,0,29.25,2.25,2,0,1294.3967246399995,1294.3967246399995,13.871773440001562,13.871773440001562,3.4679433600003904
2021-05-14 02:45:00,1279.412068,35.58385941,81.08,0,29.21,2.21,2,0,1275.8162993600004,1275.8162993600004,14.383074559998931,14.383074559998931,3.595768639999733
2021-05-14 03:00:00,1262.634164,35.60997853,80.82,0,29.24,2.24,3,0,1260.89197256,1260.89197256,6.968765760000679,6.968765760000679,1.7421914399999423
2021-05-14 03:15:00,1245.498352,35.45932788,80.92,0,29.18,2.18,3,0,1243.24520292,1243.24520292,9.01259631999983,9.01259631999983,2.2531490799999574
2021-05-14 03:30:00,1228.546424,35.35616497,81.1,0,29.13,2.13,3,0,1226.8618814400002,1226.8618814400002,6.738170239998908,6.738170239998908,1.684542559999727
2021-05-14 03:45:00,1211.64754,35.09596154,80.84,0,29.06,2.06,3,0,1212.4362210400002,1212.4362210400002,1.577362080000512,1.577362080000512,0.788681040000256
2021-05-14 04:00:00,1197.827448,34.97048389,80.66,0,29.03,2.03,4,0,1196.6386404,1196.6386404,4.755230400000073,4.755230400000073,1.1888076000000183
2021-05-14 04:15:00,1183.939508,35.0495527,80.76,0,29.05,2.05,4,0,1184.9847044000005,1184.9847044000005,2.0903928000007,2.0903928000007,1.0451964000005773
2021-05-14 04:30:00,1169.93094,34.99302119,80.89,0,29.02,2.02,4,0,1171.84065684,1171.84065684,3.819433680000202,3.819433680000202,1.909716840000101
2021-05-14 04:45:00,1161.43964,34.40861488,81.33,0,28.78,1.78,4,0,1160.7931786,1160.7931786,2.585845599999629,2.585845599999629,0.6464614000001347
2021-05-14 05:00:00,1153.823184,34.34057781,81.82,0,28.72,1.72,5,0,1158.0747286000003,1158.0747286000003,8.503089200000431,8.503089200000431,4.251544600000216
2021-05-14 05:15:00,1146.333436,33.95872475,81.59,0,28.6,1.6,5,0,1150.25467124,1150.25467124,7.842470480000429,7.842470480000429,3.9212352400002146
2021-05-14 05:30:00,1137.605516,33.8770839,81.74,0,28.56,1.56,5,0,1138.01329876,1138.01329876,0.8155655199998364,0.8155655199998364,0.4077827599999182
2021-05-14 05:45:00,1127.607992,33.92319108,81.55,0,28.59,1.59,5,0,1132.8431268000002,1132.8431268000002,10.470269600000393,10.470269600000393,5.235134800000196
2021-05-14 06:00:00,1110.743672,34.07583025,81.48,0,28.65,1.65,6,0,1118.55473564,1118.55473564,15.62212727999986,15.62212727999986,7.811063639999929
2021-05-14 06:15:00,1096.515192,33.75116197,81.66,0,28.52,1.52,6,0,1101.1619332399998,1101.1619332399998,9.293482479999511,9.293482479999511,4.646741239999756
2021-05-14 06:30:00,1081.986556,33.69818637,82.55,0,28.44,1.44,6,0,1083.69954668,1083.69954668,3.425981359999696,3.425981359999696,1.712990679999848
2021-05-14 06:45:00,1071.952608,33.39380859,82.86,0,28.31,1.31,6,0,1076.34450456,1076.34450456,8.783793120000155,8.783793120000155,4.39189655999985
2021-05-14 07:00:00,1066.372472,33.4734561,82.84,0,28.34,1.34,7,0,1079.53982412,1079.53982412,26.334704240000065,26.334704240000065,13.167352120000032
2021-05-14 07:15:00,1072.67932,33.70485028,82.29,0,28.46,1.46,7,0,1075.9605917600004,1075.9605917600004,6.562543520000872,6.562543520000872,3.281271760000436
2021-05-14 07:30:00,1083.571596,35.22177475,80.89,0,29.1,2.1,7,0,1083.5991106400002,1083.5991106400002,0.0550292800003262,0.0550292800003262,0.027514640000163126
2021-05-14 07:45:00,1098.929388,35.77837732,79.12,0,29.44,2.44,7,0,1099.3828754799997,1099.3828754799997,0.9069749599993884,0.9069749599993884,0.4534874799996942
2021-05-14 08:00:00,1114.726888,36.72645767,78.21,0,29.85,2.85,8,0,1128.84602636,1128.84602636,28.23827672000016,28.23827672000016,14.119138360000079
2021-05-14 08:15:00,1138.789952,36.8019864,77.2,0,29.97,2.97,8,0,1151.5474571200002,1151.5474571200002,25.515010240000265,25.515010240000265,12.757505120000133
2021-05-14 08:30:00,1161.045368,37.71930702,76.44,0,30.36,3.36,8,0,1169.5506041999995,1169.5506041999995,17.010472399999344,17.010472399999344,8.505236199999445
2021-05-14 08:45:00,1183.801872,38.08310759,74.73,0,30.66,3.66,8,0,1195.3524802,1195.3524802,23.101216399999885,23.101216399999885,11.550608199999942
2021-05-14 09:00:00,1203.893964,40.0433578,72.62,0,31.56,4.56,9,0,1222.9728751599998,1222.9728751599998,38.15782231999947,38.15782231999947,19.078911159999734
2021-05-14 09:15:00,1221.576656,39.60190125,69.03,0,31.84,4.84,9,0,1249.45558728,1249.45558728,55.757862560000376,55.757862560000376,27.87893127999996
2021-05-14 09:30:00,1243.96162,39.40858998,67.03,0,32.02,5.02,9,0,1270.08146792,1270.08146792,52.23969583999997,52.23969583999997,26.119847919999984
2021-05-14 09:45:00,1267.476028,40.34168598,66.07,0,32.48,5.48,9,0,1289.30495928,1289.30495928,43.65786256000001,43.65786256000001,21.828931280000006
2021-05-14 10:00:00,1282.683708,41.72991019,63.89,0,33.27,6.27,10,0,1286.7012366799995,1286.7012366799995,8.035057359999428,8.035057359999428,4.0175286799994865
2021-05-14 10:15:00,1304.057552,40.2645377,62.54,0,32.93,5.93,10,0,1312.40509904,1312.40509904,16.695094080000217,16.695094080000217,8.347547040000109
2021-05-14 10:30:00,1316.63186,41.28551974,62.15,0,33.36,6.36,10,0,1325.4968660400004,1325.4968660400004,17.73001208000096,17.73001208000096,8.86500604000048
2021-05-14 10:45:00,1329.883772,41.33171822,61.85,0,33.42,6.42,10,0,1340.573566839999,1340.573566839999,21.379589679998844,21.379589679998844,10.689794839999195
2021-05-14 11:00:00,1329.891672,44.12531196,60.99,0,34.53,7.53,11,0,1335.9508288,1335.9508288,12.118313599999963,12.118313599999963,6.0591567999999825
2021-05-14 11:15:00,1337.284772,43.66241951,59.85,0,34.55,7.55,11,0,1336.026665,1336.026665,5.032428000000436,5.032428000000436,1.2581069999998817
2021-05-14 11:30:00,1351.592208,44.06310143,59.34,0,34.77,7.77,11,0,1345.7788866,1345.7788866,23.2532855999998,23.2532855999998,5.81332139999995
2021-05-14 11:45:00,1356.176476,46.72217388,61.81,0,35.25,8.25,11,0,1362.39635848,1362.39635848,12.439764960000048,12.439764960000048,6.2198824799997965
2021-05-14 12:00:00,1357.394168,47.84102271,63.26,0,35.36,8.36,12,0,1346.1049155200003,1346.1049155200003,45.15700991999893,45.15700991999893,11.289252479999732
