Total_Penalty,Peak_Penalty,OffPeak_Penalty,Bias_%,P95_Abs_Deviation,Naive_Penalty,%Reduction_vs_Naive
1137618.6277259998,267560.842208,870057.7855179999,0.006156437026227196,23.899999999999977,7682043.794762,85.1911983565925
