DATETIME,LOAD,forecast,Deviation
2021-05-24 10:30:00,1359.980536,1295.30067204,64.67986395999992
2021-05-10 10:00:00,1359.112716,1297.8808481599997,61.231867840000405
2021-05-30 19:30:00,1174.130504,1128.5750536,45.55545039999993
2021-05-15 19:15:00,1338.866296,1299.15618108,39.710114920000024
2021-05-17 22:15:00,1056.649168,1024.73720328,31.911964720000014
